STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA ULA HUKUMET KONAGI
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4821
STATION COORDINATES     : 37.10550N-28.41390E
STATION ALTITUDE (m)    : 615
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 53979/101915
RECORD TIME             : 24/07/2017 06:59:22.000000 (GMT)
NUMBER OF DATA          : 5765
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.129938 (E-W) 0.119803 (U-D) 0.12578
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
   -0.008316     -0.016372    -0.013254
    0.007536     -0.011694     0.000520
   -0.008056     -0.021830     0.004938
    0.008576      0.001299    -0.000520
   -0.002859      0.004418     0.010135
   -0.020790     -0.001040    -0.004678
    0.011435      0.010915    -0.023389
   -0.017152     -0.008836    -0.014293
    0.003638      0.006757    -0.012734
    0.009356      0.005717    -0.003119
   -0.009356      0.001559    -0.004158
    0.022349      0.002599    -0.007017
   -0.011954     -0.007536     0.004418
    0.002859      0.016892    -0.001559
    0.017672      0.008056     0.007017
   -0.010135     -0.006757     0.002859
   -0.004158     -0.012734    -0.017932
    0.002339     -0.013254    -0.022349
   -0.010135      0.008836    -0.015852
    0.003638      0.018191     0.008316
    0.020270      0.009875     0.014033
   -0.001559     -0.004418     0.005457
    0.018191     -0.007277     0.002339
   -0.009356     -0.008576     0.004938
   -0.005717      0.005457     0.000000
    0.010915     -0.012994    -0.018711
   -0.021050     -0.016372    -0.023909
    0.012474      0.015852    -0.008056
   -0.007796     -0.000780     0.008836
   -0.008316     -0.003638    -0.004418
    0.015073     -0.009096    -0.006237
    0.008836     -0.007277     0.005198
    0.015073      0.010915     0.007017
    0.004158      0.002599     0.015852
   -0.003638     -0.000780     0.001819
   -0.007277     -0.011435    -0.010655
   -0.003119     -0.019231    -0.011954
   -0.024948     -0.011954    -0.011435
   -0.008056      0.011435    -0.007536
   -0.001819      0.015852    -0.002079
   -0.014293      0.007536     0.003638
    0.017412      0.009875     0.005717
    0.005198     -0.016372     0.009615
    0.005717     -0.011694    -0.008316
   -0.000780     -0.001559    -0.019751
   -0.004418     -0.011175    -0.018971
   -0.003378      0.006497    -0.024948
   -0.028067      0.011175    -0.012214
   -0.010915      0.019491     0.014293
    0.005977      0.015333     0.024169
    0.004938      0.000000     0.009096
    0.002079      0.001040    -0.011954
    0.003378     -0.010655    -0.022869
   -0.007796      0.001819    -0.003898
    0.005717      0.020270     0.008316
    0.003378     -0.004158     0.004938
   -0.002859     -0.008056     0.001040
    0.010135      0.003378    -0.003638
   -0.018451     -0.001559    -0.000520
    0.011954      0.004418    -0.013254
    0.004678     -0.002599    -0.008056
   -0.007017      0.000000    -0.000520
    0.012474      0.005198    -0.001299
   -0.016632     -0.007017     0.004678
    0.014033      0.007536    -0.000260
    0.016372      0.008836     0.012734
   -0.001040     -0.007277     0.006237
   -0.007536     -0.000520    -0.002079
   -0.010655     -0.004418     0.002339
    0.002339     -0.014813    -0.008316
   -0.001819     -0.009356    -0.009356
   -0.005198     -0.003378    -0.016372
   -0.012994      0.003638    -0.002859
   -0.002079      0.000520     0.004418
   -0.008316     -0.003378    -0.008576
    0.012994      0.005457    -0.002599
    0.007277     -0.004418    -0.014553
   -0.012734     -0.008836    -0.012994
    0.012474      0.004158    -0.003898
   -0.006757     -0.000260    -0.006497
    0.008836     -0.002599     0.005457
   -0.008576     -0.000260     0.001819
   -0.015852      0.010135     0.002599
    0.015593      0.008316     0.003898
    0.003638     -0.014553    -0.004158
    0.008836     -0.006757     0.003119
   -0.009356     -0.002599    -0.003378
    0.001299     -0.002339    -0.015073
    0.002079      0.008836     0.004938
   -0.006497      0.006497     0.006237
    0.005198      0.000780    -0.005977
    0.002859      0.004418     0.016112
    0.005717      0.010395     0.010655
   -0.011435      0.001299     0.001559
    0.012994     -0.000780    -0.001559
    0.006757     -0.006237    -0.014813
   -0.002339      0.001559     0.009875
    0.008316      0.006497    -0.001040
   -0.019751     -0.004158    -0.020011
   -0.008576      0.002599    -0.003119
    0.003119     -0.004418    -0.006497
