STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : MUðLA YERKESIK ORMAN ISLETME MUDURLUGU
EARTHQUAKE DATE         : 2017/07/24 06:59:25 (GMT)
EPICENTER COORDINATES   : 36.94630N-27.58850E
EARTHQUAKE DEPTH (km)   : 10.69
EARTHQUAKE MAGNITUDE    : 3.0 ML
STATION ID              : 4808
STATION COORDINATES     : 37.13920N-28.28725E
STATION ALTITUDE (m)    : 661
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52623/101129
RECORD TIME             : 24/07/2017 06:59:24.000000 (GMT)
NUMBER OF DATA          : 5592
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 0.224014 (E-W) 0.199845 (U-D) 0.089917
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
   -0.016112      0.006497     0.002859
    0.022609     -0.001559    -0.002599
    0.017152      0.002599     0.010655
    0.002599     -0.007017    -0.003119
    0.007017      0.009096     0.001819
   -0.031445     -0.001299     0.000780
    0.003119     -0.003119     0.000260
   -0.016632     -0.004158     0.002339
    0.014033     -0.005717    -0.004418
    0.001559      0.005977     0.000000
    0.013254      0.002339    -0.002599
    0.010915      0.010135     0.009615
   -0.022869     -0.008576     0.001819
    0.007796     -0.001819     0.005457
   -0.015073      0.001299     0.001559
    0.020270     -0.001299    -0.007277
   -0.004158      0.003898     0.004938
    0.004158     -0.003898    -0.001559
   -0.005977      0.000780     0.003119
   -0.019751     -0.005977     0.000000
    0.013254      0.002339     0.005977
   -0.010135      0.002599    -0.002599
    0.027547      0.006757    -0.005457
   -0.005457      0.000780    -0.000260
   -0.002599     -0.008056    -0.006237
   -0.017152     -0.003378     0.008316
   -0.012734     -0.005977    -0.005977
    0.020270      0.004158    -0.002339
    0.000520     -0.001040     0.003119
    0.023389      0.006757     0.002079
   -0.020270     -0.003638    -0.001299
    0.002339      0.002079    -0.003378
   -0.010135      0.008576     0.005198
   -0.004938     -0.010655    -0.010135
    0.016372      0.002859     0.004418
   -0.003119     -0.008576    -0.001299
    0.012214      0.003378    -0.003378
   -0.029886      0.001559     0.004418
    0.006757     -0.000780    -0.003638
   -0.003638      0.005717     0.002079
    0.007536     -0.009096    -0.003119
    0.005717      0.006237     0.003119
   -0.010915     -0.004938    -0.004158
    0.016892      0.002599     0.005457
   -0.023129      0.001040     0.005198
    0.008576     -0.006497    -0.004158
   -0.008576      0.000520     0.004678
    0.015852     -0.002859    -0.004158
    0.002339      0.005977     0.003378
   -0.018971     -0.001559     0.002079
    0.010915      0.002079    -0.002339
   -0.008316     -0.004158    -0.008576
    0.018971     -0.001559     0.001559
   -0.020530     -0.000260     0.006757
    0.005977     -0.001299    -0.005457
    0.002599      0.010135     0.003638
    0.004418     -0.002339     0.001040
    0.010655     -0.002339    -0.003378
   -0.018451     -0.004158    -0.007536
    0.011954      0.007017     0.007536
   -0.025468     -0.002859     0.001819
    0.011175     -0.003898    -0.003378
    0.000260      0.006757     0.003378
    0.011694     -0.005457    -0.007536
    0.014553      0.004158     0.006757
   -0.018451     -0.005977    -0.007277
    0.004938      0.004678    -0.004678
   -0.028067     -0.000260     0.000000
    0.008316     -0.007536    -0.000520
   -0.008316      0.001299     0.007277
    0.018451     -0.000260    -0.006497
    0.016372      0.009615     0.003638
   -0.009615      0.000000    -0.004418
    0.004678      0.000520     0.002859
   -0.029366     -0.011175     0.004158
    0.008316     -0.003638    -0.003898
   -0.011954      0.003378    -0.002079
    0.020530      0.001040    -0.010655
    0.006497      0.007017     0.003378
   -0.015333     -0.011175     0.000520
    0.003638     -0.001299     0.007017
   -0.012474     -0.000260     0.002079
    0.025468      0.004158    -0.001819
   -0.009875     -0.003119    -0.002079
    0.005198     -0.005457    -0.011435
   -0.013254      0.004418     0.003119
   -0.010655     -0.005717     0.002599
    0.001819      0.002339     0.006497
   -0.004418     -0.003638    -0.004158
    0.034304      0.008576    -0.000520
   -0.010135      0.003119     0.000780
   -0.003638     -0.004678    -0.005457
   -0.033264     -0.006757     0.005977
   -0.008836     -0.008056    -0.001819
    0.017152      0.008316     0.006497
    0.008576     -0.002599    -0.000260
    0.026507      0.007536    -0.005717
   -0.005717      0.004418    -0.001559
    0.005457      0.001559     0.001559
   -0.037162     -0.004938     0.000520
   -0.010915     -0.011694    -0.001559
    0.008836      0.002859     0.002599
    0.018711     -0.002079    -0.011175
    0.017932      0.010655     0.003638
   -0.023909      0.005457    -0.002339
    0.016892      0.006237    -0.003898
   -0.012734      0.002079     0.009615
    0.000780     -0.011435    -0.003378
   -0.006497     -0.004678    -0.000260
    0.005977     -0.000260    -0.003119
    0.013254      0.010655     0.000780
   -0.020270     -0.004418    -0.000260
    0.006237      0.001819     0.002599
   -0.009356      0.002599     0.004418
    0.027547     -0.003638     0.000000
   -0.013773      0.000780    -0.002859
   -0.006497     -0.002599    -0.001559
    0.000780      0.001559     0.006757
   -0.008576     -0.007536    -0.008056
    0.017672      0.006237     0.002599
   -0.021050     -0.000260    -0.006237
    0.028067      0.002079    -0.003898
   -0.006497      0.005977     0.010915
    0.000260     -0.007277    -0.005717
   -0.011435     -0.003898     0.002079
   -0.007017     -0.009096    -0.006497
    0.022090      0.007017    -0.002859
   -0.023389      0.004938    -0.006757
    0.014553      0.002079     0.003378
   -0.016632     -0.001559     0.005457
    0.016632     -0.003119    -0.008056
   -0.004418      0.000000     0.002079
   -0.002079     -0.009356    -0.008316
    0.014813      0.007277     0.009096
   -0.029366      0.008836    -0.008056
    0.017932     -0.004418    -0.001819
   -0.014293     -0.010655     0.009356
